0	0.456087
0.0642555	0.401828
0.127574	0.350831
0.189983	0.304389
0.251507	0.263121
0.312172	0.226664
0.372002	0.195365
0.431018	0.167856
0.489243	0.144154
0.546698	0.123661
0.603403	0.105681
0.659377	0.0904225
0.714638	0.07694
0.769205	0.06526
0.823095	0.0552975
0.876325	0.0466488
0.92891	0.0392337
0.980866	0.0330338
1.03221	0.0276113
1.08295	0.0227938
1.13311	0.0189213
1.18269	0.015595
1.23171	0.0127238
1.28019	0.010305
1.32813	0.00836625
1.37555	0.0067725
1.42245	0.00546875
1.46886	0.00433875
1.51477	0.00345625
1.5602	0.00275375
1.60517	0.0021575
1.64967	0.00168875
1.69372	0.00130375
1.73733	0.0010275
1.7805	0.00078375
1.82325	0.00060625
1.86559	0.0004575
1.90751	0.000335
1.94904	0.00024625
1.99017	0.0001725
2.03091	0.000125
2.07128	8e-05
2.11127	6e-05
2.1509	4.125e-05
2.19017	2.5e-05
2.22909	1.875e-05
2.26767	1.25e-05
2.3059	1.125e-05
2.3438	5e-06
2.38137	5e-06
2.41862	2.5e-06
