0	0.718055
1	0.801481
2	0.570979
3	0.289668
4	0.876287
5	-0.289762
6	-0.113271
7	0.275506
8	-1.34081
9	-1.37956
10	0.585408
11	0.253218
12	-0.745737
13	-0.269718
14	0.01256
15	-0.405845
16	-0.628331
17	-0.275017
18	-0.118911
19	-0.486054
20	-0.766724
21	1.19216
22	0.795194
23	-0.5126
24	-1.62848
25	-1.75506
26	-1.06394
27	-0.581821
28	-0.597489
29	-0.351153
30	0.318469
31	-0.525958
32	-1.62462
33	-0.331372
34	-1.11003
35	-0.709399
36	0.357473
37	0.0597753
38	-0.248997
39	0.664191
40	-0.727491
41	-1.16953
42	-0.165937
43	0.939397
44	0.1924
45	0.436083
46	0.9387
47	-0.31016
48	-1.43847
49	-0.995321
50	-0.334127
51	-0.0496029
52	-0.423597
53	-0.13466
54	-0.236462
55	-0.231867
56	-0.288483
57	0.27199
58	-0.00945556
59	-0.0849476
60	-0.767351
61	-0.829904
62	-2.21975
63	-3.61621
64	-3.64459
65	-4.47864
66	-7.30273
67	-8.19309
68	-10.4761
69	-14.3098
70	-20.4699
71	-34.7589
72	-50.7378
73	-54.967
74	-55.5045
75	-57.0225
76	-56.7933
77	-56.5715
78	-57.3976
79	-58.7073
80	-58.5504
81	-58.6415
82	-58.1251
83	-57.3068
84	-56.8705
85	-57.8952
86	-58.9436
87	-59.611
88	-59.8789
89	-59.1941
90	-58.2679
91	-58.2773
92	-58.5738
93	-58.8319
94	-59.2741
95	-59.2924
96	-58.3396
97	-57.7171
98	-57.6885
99	-57.5947
100	-57.7675
101	-58.6987
102	-59.2308
103	-58.8347
104	-58.6465
105	-58.3432
106	-57.9108
107	-58.4316
108	-59.4972
109	-59.9719
110	-59.9353
111	-59.2937
112	-58.3992
113	-58.184
114	-58.4867
115	-58.6603
116	-58.7952
117	-59.3705
118	-59.3
119	-58.7072
120	-58.4953
121	-58.2476
122	-57.853
123	-58.2532
124	-59.103
125	-59.4575
126	-59.5096
127	-59.3533
128	-58.6618
129	-58.5586
130	-59.3761
131	-60.0812
132	-60.5158
133	-60.5844
134	-59.5017
135	-58.5335
136	-58.5781
137	-59.0374
138	-59.2877
139	-59.825
140	-59.8588
141	-58.8749
142	-58.3513
143	-58.2191
144	-57.9226
145	-58.3197
146	-59.5957
147	-60.5326
148	-60.5134
149	-60.3553
150	-59.6964
151	-59.1926
152	-59.605
153	-60.3511
154	-60.4411
155	-60.3627
156	-59.9346
157	-59.2313
158	-59.2065
159	-59.6185
160	-59.5889
161	-59.8143
162	-60.3129
163	-59.876
164	-59.3239
165	-59.3605
166	-59.0669
167	-58.7301
168	-59.338
169	-60.4803
170	-60.9501
171	-61.0086
172	-60.4789
173	-59.5732
174	-59.5352
175	-60.4898
176	-61.2913
177	-61.8297
178	-61.6479
179	-60.2268
180	-59.2421
181	-59.2811
182	-59.365
183	-59.4299
184	-60.1788
185	-60.7993
186	-60.3155
187	-60.0436
188	-60.081
189	-59.9145
190	-60.3267
191	-61.519
192	-61.9859
193	-61.7003
194	-61.3216
195	-60.5787
196	-60.2319
197	-60.9112
198	-61.6188
199	-61.5652
200	-61.331
201	-60.6174
202	-59.8389
203	-59.8787
204	-60.269
205	-60.2775
206	-60.6817
207	-61.4649
208	-61.584
209	-61.3193
210	-61.0861
211	-60.3118
212	-59.8965
213	-60.6378
214	-61.8878
215	-62.5677
216	-62.7975
217	-62.2742
218	-61.426
219	-61.499
220	-62.0714
221	-62.369
222	-62.6245
223	-62.1165
224	-60.8233
225	-60.2671
226	-60.5391
227	-60.6982
228	-61.0514
229	-62.1105
230	-62.6049
231	-62.013
232	-61.8174
233	-61.6674
234	-61.3045
235	-61.7817
236	-63.0074
237	-63.6265
238	-63.2634
239	-62.2529
240	-61.2764
241	-61.3679
242	-62.161
243	-62.4468
244	-62.5918
245	-62.9233
246	-62.4895
247	-61.891
248	-62.1106
249	-62.0908
250	-61.5943
251	-61.8741
252	-62.7056
253	-62.9609
254	-63.1473
255	-63.1175
256	-62.4423
257	-62.4012
258	-63.2544
259	-64.1409
260	-64.7041
261	-64.5505
262	-63.0411
263	-62.0399
264	-62.4398
265	-63.2334
266	-63.5267
267	-63.8608
268	-63.3722
269	-62.1477
270	-61.8706
271	-62.107
272	-61.9561
273	-62.3836
274	-63.9773
275	-64.9618
276	-64.7717
277	-64.6555
278	-64.0155
279	-63.457
280	-64.0129
281	-64.8295
282	-64.6171
283	-64.2368
284	-63.6594
285	-63.1306
286	-63.6559
287	-64.6253
288	-64.5518
289	-64.5635
290	-64.7251
291	-63.765
292	-63.2244
293	-63.7171
294	-63.6749
295	-62.9813
296	-63.3218
297	-64.5209
298	-65.3138
299	-65.6195
300	-65.2135
301	-64.3069
302	-64.3183
303	-65.4565
304	-66.4719
305	-66.9146
306	-65.9623
307	-64.1213
308	-63.4211
309	-63.9641
310	-64.188
311	-64.0607
312	-64.9062
313	-65.4845
314	-64.8339
315	-64.7486
316	-65.3838
317	-65.4195
318	-65.6601
319	-66.6253
320	-66.9651
321	-66.5429
322	-66.026
323	-65.3748
324	-65.1431
325	-65.8818
326	-66.4884
327	-66.2895
328	-65.6379
329	-64.6667
330	-64.2472
331	-65.0667
332	-66.1575
333	-65.9652
334	-65.8351
335	-66.1126
336	-66.2517
337	-66.4193
338	-66.5345
339	-65.6281
340	-64.8052
341	-65.2675
342	-66.6622
343	-67.8208
344	-67.9977
345	-67.6215
346	-67.1238
347	-67.2387
348	-67.4
349	-67.6932
350	-68.0053
351	-66.7577
352	-65.2989
353	-65.1549
354	-65.9679
355	-66.3566
356	-66.6838
357	-67.4633
358	-67.7427
359	-67.2418
360	-67.4418
361	-67.7724
362	-67.0859
363	-66.7152
364	-67.17
365	-67.9708
366	-67.5719
367	-66.2394
368	-65.8232
369	-66.9852
370	-68.2671
371	-68.2131
372	-68.1136
373	-67.9145
374	-67.3314
375	-67.3599
376	-68.5251
377	-68.6206
378	-67.4023
379	-66.9939
380	-67.441
381	-67.9198
382	-68.4553
383	-68.703
384	-68.2505
385	-67.6996
386	-67.3369
387	-67.9778
388	-69.4908
389	-69.483
390	-67.8936
391	-67.3863
392	-68.0364
393	-68.6594
394	-68.8637
395	-68.7172
396	-67.6327
397	-66.764
398	-67.3871
399	-68.2361
400	-67.8628
401	-67.751
402	-68.7328
403	-69.684
404	-69.5486
405	-69.0498
406	-68.8714
407	-68.8498
408	-68.7193
409	-68.8046
410	-68.7785
411	-68.2931
412	-67.6937
413	-68.1727
414	-69.7876
415	-70.4168
416	-69.8215
417	-69.8553
418	-69.481
419	-68.3586
420	-68.3923
421	-69.6168
422	-69.7979
423	-67.9307
424	-67.0097
425	-67.7375
426	-69.2919
427	-69.9639
428	-69.7543
429	-69.6325
430	-69.2213
431	-69.0807
432	-69.7873
433	-70.2646
434	-68.7118
435	-67.697
436	-68.1402
437	-69.0366
438	-69.0281
439	-68.741
440	-69.4341
441	-70.1685
442	-69.8272
443	-69.4048
444	-70.1919
445	-70.7322
446	-70.0544
447	-69.6615
448	-70.1366
449	-69.8864
450	-68.9831
451	-69.2661
452	-69.3757
453	-68.6747
454	-68.6037
455	-69.1388
456	-68.4281
457	-67.7599
458	-68.55
459	-70.4853
460	-71.6541
461	-70.6629
462	-69.5685
463	-69.1162
464	-69.9937
465	-70.8447
466	-70.6702
467	-70.0384
468	-68.8889
469	-68.2607
470	-69.1438
471	-69.9522
472	-68.7148
473	-68.6005
474	-69.6985
475	-69.6698
476	-68.8372
477	-69.7138
478	-71.0622
479	-70.0143
480	-69.3097
481	-69.656
482	-70.0029
483	-70.0672
484	-70.258
485	-70.0479
486	-70.3557
487	-70.3367
488	-69.9409
489	-70.4402
490	-70.3818
491	-68.9519
492	-68.452
493	-69.4121
494	-68.818
495	-67.4618
496	-67.9769
497	-70.2172
498	-70.6514
499	-70.0025
500	-69.9678
501	-69.3359
502	-69.3916
503	-70.5975
504	-71.4119
505	-70.7119
506	-70.0637
507	-69.6931
508	-70.0222
509	-70.5338
510	-69.9623
511	-69.4073
512	-69.6989
513	-69.3124
514	-68.1947
515	-68.7011
516	-69.9887
517	-69.4629
518	-68.9309
519	-69.7082
520	-70.0556
521	-69.9349
522	-70.666
523	-70.7668
524	-69.7175
525	-69.4601
526	-70.3938
527	-70.4758
528	-69.5336
529	-68.9983
530	-69.418
531	-70.0589
532	-69.2111
533	-68.143
534	-68.6543
535	-70.2195
536	-70.4218
537	-70.2184
538	-70.1304
539	-69.0322
540	-68.2014
541	-69.1572
542	-70.5863
543	-69.8788
544	-69.1949
545	-69.734
546	-70.3261
