-3	-3	1.523E-08
-3	-2.5	2.38237E-07
-3	-2	2.26033E-06
-3	-1.5	1.30073E-05
-3	-1	4.53999E-05
-3	-0.5	9.61117E-05
-3	0	0.00012341
-3	0.5	9.61117E-05
-3	1	4.53999E-05
-3	1.5	1.30073E-05
-3	2	2.26033E-06
-3	2.5	2.38237E-07
-3	3	1.523E-08
-2.5	-3	2.38237E-07
-2.5	-2.5	3.72665E-06
-2.5	-2	3.53575E-05
-2.5	-1.5	0.000203468
-2.5	-1	0.000710174
-2.5	-0.5	0.001503439
-2.5	0	0.001930454
-2.5	0.5	0.001503439
-2.5	1	0.000710174
-2.5	1.5	0.000203468
-2.5	2	3.53575E-05
-2.5	2.5	3.72665E-06
-2.5	3	2.38237E-07
-2	-3	2.26033E-06
-2	-2.5	3.53575E-05
-2	-2	0.000335463
-2	-1.5	0.001930454
-2	-1	0.006737947
-2	-0.5	0.014264234
-2	0	0.018315639
-2	0.5	0.014264234
-2	1	0.006737947
-2	1.5	0.001930454
-2	2	0.000335463
-2	2.5	3.53575E-05
-2	3	2.26033E-06
-1.5	-3	1.30073E-05
-1.5	-2.5	0.000203468
-1.5	-2	0.001930454
-1.5	-1.5	0.011108997
-1.5	-1	0.038774208
-1.5	-0.5	0.082084999
-1.5	0	0.105399225
-1.5	0.5	0.082084999
-1.5	1	0.038774208
-1.5	1.5	0.011108997
-1.5	2	0.001930454
-1.5	2.5	0.000203468
-1.5	3	1.30073E-05
-1	-3	4.53999E-05
-1	-2.5	0.000710174
-1	-2	0.006737947
-1	-1.5	0.038774208
-1	-1	0.135335283
-1	-0.5	0.286504797
-1	0	0.367879441
-1	0.5	0.286504797
-1	1	0.135335283
-1	1.5	0.038774208
-1	2	0.006737947
-1	2.5	0.000710174
-1	3	4.53999E-05
-0.5	-3	9.61117E-05
-0.5	-2.5	0.001503439
-0.5	-2	0.014264234
-0.5	-1.5	0.082084999
-0.5	-1	0.286504797
-0.5	-0.5	0.60653066
-0.5	0	0.778800783
-0.5	0.5	0.60653066
-0.5	1	0.286504797
-0.5	1.5	0.082084999
-0.5	2	0.014264234
-0.5	2.5	0.001503439
-0.5	3	9.61117E-05
0	-3	0.00012341
0	-2.5	0.001930454
0	-2	0.018315639
0	-1.5	0.105399225
0	-1	0.367879441
0	-0.5	0.778800783
0	0	1
0	0.5	0.778800783
0	1	0.367879441
0	1.5	0.105399225
0	2	0.018315639
0	2.5	0.001930454
0	3	0.00012341
0.5	-3	9.61117E-05
0.5	-2.5	0.001503439
0.5	-2	0.014264234
0.5	-1.5	0.082084999
0.5	-1	0.286504797
0.5	-0.5	0.60653066
0.5	0	0.778800783
0.5	0.5	0.60653066
0.5	1	0.286504797
0.5	1.5	0.082084999
0.5	2	0.014264234
0.5	2.5	0.001503439
0.5	3	9.61117E-05
1	-3	4.53999E-05
1	-2.5	0.000710174
1	-2	0.006737947
1	-1.5	0.038774208
1	-1	0.135335283
1	-0.5	0.286504797
1	0	0.367879441
1	0.5	0.286504797
1	1	0.135335283
1	1.5	0.038774208
1	2	0.006737947
1	2.5	0.000710174
1	3	4.53999E-05
1.5	-3	1.30073E-05
1.5	-2.5	0.000203468
1.5	-2	0.001930454
1.5	-1.5	0.011108997
1.5	-1	0.038774208
1.5	-0.5	0.082084999
1.5	0	0.105399225
1.5	0.5	0.082084999
1.5	1	0.038774208
1.5	1.5	0.011108997
1.5	2	0.001930454
1.5	2.5	0.000203468
1.5	3	1.30073E-05
2	-3	2.26033E-06
2	-2.5	3.53575E-05
2	-2	0.000335463
2	-1.5	0.001930454
2	-1	0.006737947
2	-0.5	0.014264234
2	0	0.018315639
2	0.5	0.014264234
2	1	0.006737947
2	1.5	0.001930454
2	2	0.000335463
2	2.5	3.53575E-05
2	3	2.26033E-06
2.5	-3	2.38237E-07
2.5	-2.5	3.72665E-06
2.5	-2	3.53575E-05
2.5	-1.5	0.000203468
2.5	-1	0.000710174
2.5	-0.5	0.001503439
2.5	0	0.001930454
2.5	0.5	0.001503439
2.5	1	0.000710174
2.5	1.5	0.000203468
2.5	2	3.53575E-05
2.5	2.5	3.72665E-06
2.5	3	2.38237E-07
3	-3	1.523E-08
3	-2.5	2.38237E-07
3	-2	2.26033E-06
3	-1.5	1.30073E-05
3	-1	4.53999E-05
3	-0.5	9.61117E-05
3	0	0.00012341
3	0.5	9.61117E-05
3	1	4.53999E-05
3	1.5	1.30073E-05
3	2	2.26033E-06
3	2.5	2.38237E-07
3	3	1.523E-08
